cell_id,LST_Celsius,NDVI,NDBI,Elevation,lon,lat,road_length_m,distance_to_coast_m
3937,50.53186953438548,0.1160741704036752,0.1007406629608877,81.86494688922615,67.1801737893356,25.026787270178406,2361.705264340042,23587.240540098755
3938,50.35513010526058,0.1354307344196997,0.0873239646547565,82.72387648194106,67.18010720033917,25.03130051077505,6693.3548298337855,24085.60985601899
3939,48.6260112883529,0.1644781543269204,0.0671151128297118,81.21874569262579,67.18004059523643,25.035813748465287,14434.908890617651,24584.045394846522
3940,51.03851840664005,0.1230163254550369,0.0997944528655368,79.55223263506066,67.17997397402483,25.04032698324872,6890.112754780068,25082.54320867614
3941,51.12467048979597,0.1336265311356282,0.1053264806834587,81.86900165471599,67.17990733670176,25.04484021512493,173.04158017875216,25581.099656856495
3942,50.81791175193992,0.1932331089509582,0.0934073767285884,86.56969529849722,67.17984068326467,25.049353444093512,775.7091296444738,26079.711376711668
3943,51.226489655035145,0.1947845830647345,0.0971614915682292,88.10249345639893,67.17977401371097,25.05386667015408,0.0,26578.375257545642
3944,28.81432926735796,-0.2471191533493265,-0.1053241603747218,0.0,67.18914790054433,24.75153394014844,0.0,634.3319955676195
3945,28.986660108166497,-0.2454576317877487,-0.1389220351157795,0.0085730088495575,67.18908246753986,24.7560473696145,0.0,342.698349683863
3946,30.204677325788907,-0.1013277629441733,-0.1799642776306291,0.21580547112462,67.18901701862825,24.76056079619986,0.0,98.32774133161507
3947,33.70355665731234,0.3714284320498671,-0.2567177082536025,3.559933637494815,67.18895155380696,24.765074219904104,0.0,236.0550453639147
3948,29.83326343641793,0.1217359482578688,-0.2522396382289674,1.267965726920951,67.18888607307346,24.76958764072681,0.0,47.554447288295755
3949,29.665796861894385,-0.1515578240369828,-0.0976464896314952,0.7367256637168142,67.18882057642527,24.774101058667583,0.0,191.23774949357494
3950,29.37908252854068,-0.163610225625715,-0.0981719722265195,0.0806295733811956,67.18875506385982,24.77861447372602,0.0,324.4039297622886
3951,29.147500841549316,-0.1164311990783119,0.0164061826009599,0.0,67.18868953537459,24.78312788590169,0.0,644.5278970588026
3952,29.378414672310047,-0.0899999518747071,-0.0283074425463726,0.0,67.18862399096705,24.787641295194216,0.0,523.6050434674847
3953,29.674590039729004,-0.0881666958286976,-0.0784905976188399,0.0012444690265486,67.1885584306347,24.792154701603167,0.0,329.1234374444523
3954,31.302923797043388,0.2724399659329183,-0.2278007139518258,2.1921801602652664,67.188492854375,24.79666810512813,0.0,9.858114958262108
3955,32.03082781785568,0.339687995269499,-0.2923637482301477,1.759900648544225,67.1884272621854,24.80118150576871,0.0,90.27291427129352
3956,36.33251452724636,0.0959290668326092,-0.0954724097463764,3.631324301907658,67.1883616540634,24.805694903524504,1858.525501287988,70.30889628232653
